_id,date,person,website,flat_link,profile_type,delta,delta_bin,duplicate,count,first,stage
ObjectID(584fde7f51d6dad333b1fbc6),2016-06-21T16:03:39.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020124","normal",,,false,3,,1
ObjectID(584fde8151d6dad333b1fbcc),2016-06-21T16:15:36.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015931","normal",5.6,5,true,,,1
ObjectID(584fde8251d6dad333b1fbce),2016-06-21T16:15:37.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89021280","normal",5.72,5,true,,,1
ObjectID(584fde8251d6dad333b1fbd0),2016-06-21T16:15:38.000Z,"ma03592@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89022833","normal",5.75,5,true,,,1
ObjectID(584fde8551d6dad333b1fbda),2016-06-21T16:16:09.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020639","normal",5.67,5,true,,,1
ObjectID(584fde8651d6dad333b1fbde),2016-06-21T16:16:39.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020124","normal",5.85,5,true,,,1
ObjectID(584fde8751d6dad333b1fbe2),2016-06-21T16:17:01.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015366","normal",5.93,5,true,,,1
ObjectID(584fde8951d6dad333b1fbea),2016-06-21T16:03:07.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020639","normal",,,false,3,,1
ObjectID(584fde8a51d6dad333b1fbec),2016-06-21T16:02:21.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015931","normal",,,false,3,,1
ObjectID(584fde9051d6dad333b1fbfe),2016-06-21T16:37:51.000Z,"nina.c.weiss@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89022833","normal",22.22,20,false,1,,1
ObjectID(584fde9851d6dad333b1fc18),2016-06-21T16:39:16.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020124","normal",22.62,20,false,1,,1
ObjectID(584fde9f51d6dad333b1fc30),2016-06-21T16:45:51.000Z,"nina.c.weiss@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020639","normal",29.7,25,false,2,,1
ObjectID(584fdea051d6dad333b1fc36),2016-06-21T16:46:50.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015366","normal",29.82,25,false,1,,1
ObjectID(584fdea551d6dad333b1fc44),2016-06-21T16:51:24.000Z,"nina.c.weiss@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020639","normal",5.55,5,true,,,1
ObjectID(584fdea851d6dad333b1fc50),2016-06-21T16:56:39.000Z,"danielbuschle2@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89021280","normal",41.03,40,false,1,,1
ObjectID(584fdeaf51d6dad333b1fc6e),2016-06-21T17:12:27.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89021280","normal",15.8,15,false,1,,1
ObjectID(584fdeb051d6dad333b1fc70),2016-06-21T17:12:31.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89022833","normal",34.67,30,false,1,,1
ObjectID(584fdeb151d6dad333b1fc72),2016-06-21T17:12:44.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015931","normal",57.13,55,false,1,,1
ObjectID(584fdeb751d6dad333b1fc8a),2016-06-21T17:14:12.000Z,"madameowicz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020124","normal",34.93,30,false,1,,1
ObjectID(584fdebc51d6dad333b1fc98),2016-06-21T17:14:37.000Z,"ismailbhamed@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89015366","normal",27.78,25,false,1,,1
ObjectID(584fdebf51d6dad333b1fca4),2016-06-21T17:20:12.000Z,"madameowicz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89020639","normal",28.8,25,false,1,,1
ObjectID(584fe2e651d6dad333b20c22),2016-07-02T06:49:39.000Z,"madameowicz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88537219","normal",,,false,1,,2
ObjectID(584fe30951d6dad333b20c9a),2016-07-02T07:26:43.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88537219","normal",6.57,5,true,,,2
ObjectID(584fe30e51d6dad333b20ca8),2016-07-02T07:20:09.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88537219","normal",30.5,30,false,2,,2
ObjectID(584fe31e51d6dad333b20ce4),2016-07-02T07:51:10.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88537219","normal",24.45,20,false,2,,2
ObjectID(584fe31f51d6dad333b20ce6),2016-07-02T07:57:47.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88537219","normal",6.62,5,true,,,2
ObjectID(584fe32f51d6dad333b20d24),2016-07-02T16:04:59.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89188307","normal",,,false,1,,4
ObjectID(584fe33e51d6dad333b20d5c),2016-07-02T16:38:42.000Z,"vittilauro@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89188307","normal",33.72,30,false,1,,4
ObjectID(584fe34c51d6dad333b20d90),2016-07-02T17:12:38.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89188307","normal",33.93,30,false,1,,4
ObjectID(584fe39851d6dad333b20ea8),2016-07-03T16:06:09.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88382752","normal",,,false,1,,4
ObjectID(584fe3a551d6dad333b20ed6),2016-07-03T16:35:08.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88382752","normal",28.98,25,false,1,,4
ObjectID(584fe3b851d6dad333b20f16),2016-07-03T17:09:53.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/88382752","normal",34.75,30,false,1,,4
ObjectID(584fe40351d6dad333b21024),2016-07-04T16:05:02.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89208000","normal",,,false,1,,4
ObjectID(584fe41e51d6dad333b21084),2016-07-04T16:39:25.000Z,"ma03592@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89208000","normal",34.38,30,false,1,,4
ObjectID(584fe43451d6dad333b210d6),2016-07-04T17:12:55.000Z,"vittilauro@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89208000","normal",33.5,30,false,1,,4
ObjectID(584fe4f451d6dad333b213b0),2016-07-06T06:48:12.000Z,"madameowicz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89233334","normal",,,false,1,,4
ObjectID(584fe51451d6dad333b21424),2016-07-06T07:19:59.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89233334","normal",31.78,30,false,1,,4
ObjectID(584fe52f51d6dad333b21484),2016-07-06T07:51:57.000Z,"vittilauro@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89233334","normal",31.97,30,false,1,,4
ObjectID(584fe62351d6dad333b217e6),2016-07-08T16:03:31.000Z,"madameowicz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89282816","normal",,,false,1,,4
ObjectID(584fe62c51d6dad333b21806),2016-07-08T16:05:21.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89281232","normal",,,false,1,,4
ObjectID(584fe62d51d6dad333b2180c),2016-07-08T16:05:35.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89282930","normal",,,false,1,,4
ObjectID(584fe63d51d6dad333b21846),2016-07-08T16:38:43.000Z,"hanna.c.berg@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89282816","normal",35.2,35,false,1,,4
ObjectID(584fe64451d6dad333b21864),2016-07-08T16:40:40.000Z,"danielbuschle2@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89281232","normal",35.32,35,false,1,,4
ObjectID(584fe64651d6dad333b2186a),2016-07-08T16:40:58.000Z,"danielbuschle2@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89282930","normal",35.38,35,false,1,,4
ObjectID(584fe65751d6dad333b218aa),2016-07-08T17:15:22.000Z,"aylindemirci132@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89282816","normal",36.65,35,false,1,,4
ObjectID(584fe69e51d6dad333b219b8),2016-07-09T16:02:45.000Z,"danielbuschle2@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89286942","normal",,,false,1,,4
ObjectID(584fe6a951d6dad333b219e4),2016-07-09T16:37:15.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89286942","normal",34.5,30,false,1,,4
ObjectID(584fe6b351d6dad333b21a0e),2016-07-09T17:11:50.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89286942","normal",34.58,30,false,1,,4
ObjectID(584fe75251d6dad333b21c68),2016-07-12T06:48:22.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89326390","normal",,,false,1,,1
ObjectID(584fe75251d6dad333b21c6a),2016-07-12T06:48:22.000Z,"hamit.k.yilmaz@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","normal",,,false,1,,1
ObjectID(584fe75d51d6dad333b21c86),2016-07-12T06:49:44.000Z,"loviskuhn@gmail.com","immobilienscout","www.immobilienscout24.de/expose/72736880","extreme",,,false,1,,1
ObjectID(584fe75e51d6dad333b21c8a),2016-07-12T06:49:45.000Z,"carsten.j.meier@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","extreme",,,false,1,,1
ObjectID(584fe76651d6dad333b21ca0),2016-07-12T06:55:20.000Z,"stef.loguercio@gmail.com","immobilienscout","www.immobilienscout24.de/expose/72736880","normal",,,false,1,,1
ObjectID(584fe78951d6dad333b21d00),2016-07-12T07:21:13.000Z,"carsten.j.meier@gmail.com","immobilienscout","www.immobilienscout24.de/expose/72736880","extreme",,,false,1,,1
ObjectID(584fe78b51d6dad333b21d06),2016-07-12T07:20:31.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/72736880","normal",25.18,25,false,3,,1
ObjectID(584fe78d51d6dad333b21d0c),2016-07-12T07:26:12.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","normal",6.35,5,true,,,1
ObjectID(584fe78f51d6dad333b21d14),2016-07-12T07:26:25.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/72736880","normal",5.9,5,true,,,1
ObjectID(584fe79051d6dad333b21d16),2016-07-12T07:26:35.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89326390","normal",6.55,5,true,,,1
ObjectID(584fe79251d6dad333b21d1e),2016-07-12T07:26:51.000Z,"loviskuhn@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","extreme",,,false,2,,1
ObjectID(584fe79251d6dad333b21d20),2016-07-12T07:19:51.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","normal",31.48,30,false,3,,1
ObjectID(584fe79351d6dad333b21d22),2016-07-12T07:20:02.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89326390","normal",31.67,30,false,3,,1
ObjectID(584fe79651d6dad333b21d2a),2016-07-12T07:31:11.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","normal",4.98,0,true,,,1
ObjectID(584fe79751d6dad333b21d2e),2016-07-12T07:31:15.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89326390","normal",4.67,0,true,,,1
ObjectID(584fe79851d6dad333b21d32),2016-07-12T07:31:29.000Z,"stephanbraun19@gmail.com","immobilienscout","www.immobilienscout24.de/expose/72736880","normal",5.07,5,true,,,1
ObjectID(584fe79a51d6dad333b21d3a),2016-07-12T07:31:40.000Z,"loviskuhn@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","extreme",,,true,,,1
ObjectID(584fe7a851d6dad333b21d62),2016-07-12T07:51:36.000Z,"stef.loguercio@gmail.com","immobilienscout","www.immobilienscout24.de/expose/83421852","normal",20.42,20,false,1,,1
ObjectID(584fe7ad51d6dad333b21d74),2016-07-12T07:52:28.000Z,"ismailbhamed@gmail.com","immobilienscout","www.immobilienscout24.de/expose/72736880","normal",20.98,20,false,1,,1
ObjectID(584fe7b551d6dad333b21d8e),2016-07-12T07:58:07.000Z,"stef.loguercio@gmail.com","immobilienscout","www.immobilienscout24.de/expose/89326390","normal",26.87,25,false,1,,1
ObjectID(584fe96651d6dad333b22334),2016-07-15T16:03:14.000Z,"janowski.miko@gmail.com","immobilienscout","www.immobilienscout24.de/expose/53584118","normal",,,false,1,,4
ObjectID(584fe97051d6dad333b2235c),2016-07-15T16:05:38.000Z,"loviskuhn@gmail.com","immobilienscout","www.immobilienscout24.de/expose/53584118","extreme",,,false,1,,4
ObjectID(584fe97d51d6dad333b2238e),2016-07-15T16:37:20.000Z,"danielbuschle2@gmail.com","immobilienscout","www.immobilienscout24.de/expose/53584118","normal",34.1,30,false,1,,4
ObjectID(584fe98a51d6dad333b223ba),2016-07-15T16:39:29.000Z,"carsten.j.meier@gmail.com","immobilienscout","www.immobilienscout24.de/expose/53584118","extreme",,,false,1,,4
ObjectID(584fe99751d6dad333b223e6),2016-07-15T17:11:53.000Z,"stef.loguercio@gmail.com","immobilienscout","www.immobilienscout24.de/expose/53584118","normal",34.55,30,false,1,,4
ObjectID(584ffc2d51d6dae7b8b862e9),2016-09-08T06:32:00.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2B5G74A","normal",,,false,1,,1
ObjectID(584ffc2d51d6dae7b8b862eb),2016-09-08T06:32:00.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2B9FZ49","normal",,,false,1,,1
ObjectID(584ffc2e51d6dae7b8b862ed),2016-09-08T06:32:00.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2B3N44A","normal",,,false,1,,1
ObjectID(584ffc2e51d6dae7b8b862ef),2016-09-08T06:32:00.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2BX564A","normal",,,false,1,,1
ObjectID(584ffc2f51d6dae7b8b862f1),2016-09-08T06:32:01.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2BA744A","normal",,,false,1,,1
ObjectID(584ffc2f51d6dae7b8b862f3),2016-09-08T06:32:02.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2BVHV49","normal",,,false,1,,1
ObjectID(584ffc3051d6dae7b8b862f5),2016-09-08T06:32:20.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2BS744A","normal",,,false,1,,1
ObjectID(584ffc3051d6dae7b8b862f7),2016-09-08T06:32:21.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2BU644A","normal",,,false,1,,1
ObjectID(584ffc3151d6dae7b8b862f9),2016-09-08T06:32:22.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2BMF74A","normal",,,false,1,,1
ObjectID(584ffc3151d6dae7b8b862fb),2016-09-08T06:32:23.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2B37Z49","normal",,,false,1,,1
ObjectID(584ffc3251d6dae7b8b862fd),2016-09-08T06:32:38.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2B2924A","normal",,,false,1,,1
ObjectID(584ffc3251d6dae7b8b862ff),2016-09-08T06:32:41.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2B6A44A","normal",,,false,1,,1
ObjectID(584ffc3351d6dae7b8b86301),2016-09-08T06:32:42.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2BQV24A","normal",,,false,1,,1
ObjectID(584ffc3351d6dae7b8b86303),2016-09-08T06:32:46.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2BQF74A","normal",,,false,1,,1
ObjectID(584ffc3451d6dae7b8b86305),2016-09-08T06:32:58.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2BDLZ49","normal",,,false,1,,1
ObjectID(584ffc3451d6dae7b8b86307),2016-09-08T06:33:24.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2BY6Z49","normal",,,false,1,,1
ObjectID(584ffc3551d6dae7b8b86309),2016-09-08T06:33:24.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2BE5Y49","normal",,,false,1,,1
ObjectID(584ffc3551d6dae7b8b8630b),2016-09-08T06:33:42.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2BKP24A","normal",,,false,1,,1
ObjectID(584ffc3651d6dae7b8b8630d),2016-09-08T06:33:44.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2BK744A","normal",,,false,1,,1
ObjectID(584ffc3651d6dae7b8b8630f),2016-09-08T06:34:35.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2BF934A","normal",,,false,1,,1
ObjectID(584ffc3751d6dae7b8b86311),2016-09-08T06:34:38.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2B6824A","normal",,,false,1,,1
ObjectID(584ffc3751d6dae7b8b86313),2016-09-08T06:35:11.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2B6P34A","normal",,,false,1,,1
ObjectID(584ffc3851d6dae7b8b86315),2016-09-08T06:35:19.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2BNT24A","normal",,,false,1,,1
ObjectID(584ffc3851d6dae7b8b86317),2016-09-08T06:35:38.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2B4B24A","normal",,,false,1,,1
ObjectID(584ffc3951d6dae7b8b86319),2016-09-08T06:35:49.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2BFU24A","normal",,,false,1,,1
ObjectID(584ffc3951d6dae7b8b8631b),2016-09-08T06:36:22.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2BHF34A","normal",,,false,1,,1
ObjectID(584ffc3a51d6dae7b8b8631d),2016-09-08T06:36:23.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2BFR74A","normal",,,false,1,,1
ObjectID(584ffc3a51d6dae7b8b8631f),2016-09-08T06:36:36.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2BYXY49","normal",,,false,1,,1
ObjectID(584ffc3b51d6dae7b8b86321),2016-09-08T06:36:38.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2BX564A","extreme",,,false,1,,1
ObjectID(584ffc3b51d6dae7b8b86323),2016-09-08T06:36:40.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2BY6Z49","extreme",,,false,1,,1
ObjectID(584ffc3c51d6dae7b8b86325),2016-09-08T06:36:40.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2BTYS49","extreme",,,false,1,,1
ObjectID(584ffc3c51d6dae7b8b86327),2016-09-08T06:36:40.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2BS744A","extreme",,,false,1,,1
ObjectID(584ffc3d51d6dae7b8b86329),2016-09-08T06:36:51.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2BHF34A","extreme",,,false,1,,1
ObjectID(584ffc3f51d6dae7b8b8632b),2016-09-08T06:51:26.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2BVHV49","normal",19.4,15,false,4,,1
ObjectID(584ffc3f51d6dae7b8b8632d),2016-09-08T06:51:24.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2BA744A","normal",19.38,15,false,4,,1
ObjectID(584ffc4051d6dae7b8b8632f),2016-09-08T06:51:27.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2B3N44A","normal",19.45,15,false,4,,1
ObjectID(584ffc4051d6dae7b8b86331),2016-09-08T06:51:26.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2B5G74A","normal",19.43,15,false,4,,1
ObjectID(584ffc4151d6dae7b8b86333),2016-09-08T06:51:27.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2B9FZ49","normal",19.45,15,false,4,,1
ObjectID(584ffc4151d6dae7b8b86335),2016-09-08T06:51:42.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2BU644A","normal",19.35,15,false,4,,1
ObjectID(584ffc4251d6dae7b8b86337),2016-09-08T06:51:44.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2BS744A","normal",19.4,15,false,3,,1
ObjectID(584ffc4251d6dae7b8b86339),2016-09-08T06:51:48.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2BMF74A","normal",19.43,15,false,3,,1
ObjectID(584ffc4351d6dae7b8b8633b),2016-09-08T06:51:46.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2B37Z49","normal",19.38,15,false,3,,1
ObjectID(584ffc4351d6dae7b8b8633d),2016-09-08T06:52:00.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2B6A44A","normal",19.32,15,false,4,,1
ObjectID(584ffc4451d6dae7b8b8633f),2016-09-08T06:52:04.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2B2924A","normal",19.43,15,false,4,,1
ObjectID(584ffc4451d6dae7b8b86341),2016-09-08T06:52:08.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2BQV24A","normal",19.43,15,false,4,,1
ObjectID(584ffc4551d6dae7b8b86343),2016-09-08T06:52:07.000Z,"nina.c.weiss@gmail.com","immowelt","www.immowelt.de/expose/2BQF74A","normal",19.35,15,false,4,,1
ObjectID(584ffc4551d6dae7b8b86345),2016-09-08T06:52:11.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2BTYS49","normal",,,false,4,,1
ObjectID(584ffc4651d6dae7b8b86347),2016-09-08T06:52:24.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2BDLZ49","normal",19.43,15,false,4,,1
ObjectID(584ffc4751d6dae7b8b86349),2016-09-08T06:52:47.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2BY6Z49","normal",19.38,15,false,4,,1
ObjectID(584ffc4751d6dae7b8b8634b),2016-09-08T06:52:45.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2BE5Y49","normal",19.35,15,false,4,,1
ObjectID(584ffc4751d6dae7b8b8634d),2016-09-08T06:53:03.000Z,"vittilauro@gmail.com","immowelt","www.immowelt.de/expose/2BKP24A","normal",19.35,15,false,4,,1
ObjectID(584ffc4851d6dae7b8b8634f),2016-09-08T06:53:08.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2BK744A","normal",19.4,15,false,4,,1
ObjectID(584ffc4951d6dae7b8b86351),2016-09-08T06:54:00.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2BF934A","normal",19.42,15,false,4,,1
ObjectID(584ffc4951d6dae7b8b86353),2016-09-08T06:54:05.000Z,"ismailbhamed@gmail.com","immowelt","www.immowelt.de/expose/2B6824A","normal",19.45,15,false,4,,1
ObjectID(584ffc4a51d6dae7b8b86355),2016-09-08T06:54:20.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2B6P34A","normal",19.15,15,false,4,,1
ObjectID(584ffc4a51d6dae7b8b86357),2016-09-08T06:54:24.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2B3744A","normal",,,false,4,,1
ObjectID(584ffc4b51d6dae7b8b86359),2016-09-08T06:54:42.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2BNT24A","normal",19.38,15,false,4,,1
ObjectID(584ffc4b51d6dae7b8b8635b),2016-09-08T06:55:02.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2B4B24A","normal",19.4,15,false,4,,1
ObjectID(584ffc4c51d6dae7b8b8635d),2016-09-08T06:55:20.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2BHF34A","normal",18.97,15,false,4,,1
ObjectID(584ffc4c51d6dae7b8b8635f),2016-09-08T06:55:24.000Z,"hanna.c.berg@gmail.com","immowelt","www.immowelt.de/expose/2BFR74A","normal",19.02,15,false,4,,1
ObjectID(584ffc4d51d6dae7b8b86361),2016-09-08T06:55:37.000Z,"hamit.k.yilmaz@gmail.com","immowelt","www.immowelt.de/expose/2BD744A","normal",,,false,4,,1
ObjectID(584ffc4d51d6dae7b8b86363),2016-09-08T06:55:40.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2BS744A","extreme",,,false,4,,1
ObjectID(584ffc4e51d6dae7b8b86365),2016-09-08T06:55:41.000Z,"stephanbraun19@gmail.com","immowelt","www.immowelt.de/expose/2BYXY49","normal",19.08,15,false,4,,1
ObjectID(584ffc4e51d6dae7b8b86367),2016-09-08T06:55:41.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2BX564A","extreme",,,false,4,,1
ObjectID(584ffc4f51d6dae7b8b86369),2016-09-08T06:55:44.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2BTYS49","extreme",,,false,4,,1
ObjectID(584ffc4f51d6dae7b8b8636b),2016-09-08T06:55:54.000Z,"loviskuhn@gmail.com","immowelt","www.immowelt.de/expose/2BHF34A","extreme",,,false,4,,1
ObjectID(584ffc5051d6dae7b8b8636d),2016-09-08T06:55:55.000Z,"carsten.j.meier@gmail.com","immowelt","www.immowelt.de/expose/2BY6Z49","extreme",,,false,4,,1
ObjectID(584ffc5051d6dae7b8b8636f),2016-09-08T07:00:30.000Z,"janowski.miko@gmail.com","immowelt","www.immowelt.de/expose/2B5G74A","normal",9.07,5,true,,,1
ObjectID(584ffc5151d6dae7b8b86371),2016-09-08T07:00:31.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2B3N44A","normal",9.07,5,true,,,1
ObjectID(584ffc5151d6dae7b8b86373),2016-09-08T07:00:29.000Z,"madameowicz@gmail.com","immowelt","www.immowelt.de/expose/2BA744A","normal",9.08,5,true,,,1
ObjectID(584ffc5251d6dae7b8b86375),2016-09-08T07:00:29.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2B9FZ49","normal",9.029999999999999,5,true,,,1
ObjectID(584ffc5251d6dae7b8b86377),2016-09-08T07:00:28.000Z,"ma03592@gmail.com","immowelt","www.immowelt.de/expose/2BVHV49","normal",9.029999999999999,5,true,,,1
ObjectID(584ffc5351d6dae7b8b86379),2016-09-08T07:00:48.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2BU644A","normal",9.1,5,true,,,1
ObjectID(584ffc5351d6dae7b8b8637b),2016-09-08T07:01:01.000Z,"aylindemirci132@gmail.com","immowelt","www.immowelt.de/expose/2BQV24A","normal",8.880000000000001,5,true,,,1
ObjectID(584ffc5351d6dae7b8b8637d),2016-09-08T07:01:02.000Z,"stef.loguercio@gmail.com","immowelt","www.immowelt.de/expose/2B6A44A","normal",9.029999999999999,5,true,,,1
